2024-11-26 14:32:42.170 [info] Log level: Info
2024-11-26 14:32:42.170 [info] Validating found git in: "git"
2024-11-26 14:32:42.170 [info] Using git "2.44.0" from "git"
2024-11-26 14:32:42.170 [info] > git rev-parse --show-toplevel [27ms]
2024-11-26 14:32:42.181 [info] > git rev-parse --show-toplevel [8ms]
2024-11-26 14:32:42.190 [info] > git rev-parse --show-toplevel [2ms]
2024-11-26 14:32:42.194 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.200 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.204 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.210 [info] > git rev-parse --show-toplevel [2ms]
2024-11-26 14:32:42.215 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.220 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.224 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.229 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.232 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.236 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.241 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.245 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.277 [info] > git rev-parse --show-toplevel [28ms]
2024-11-26 14:32:42.295 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.301 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.305 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.309 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.312 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.316 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.320 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.323 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.328 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.332 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.336 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.340 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.354 [info] > git rev-parse --show-toplevel [5ms]
2024-11-26 14:32:42.363 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.368 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.372 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.376 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.380 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.385 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.388 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.392 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.395 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.399 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.402 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.406 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.411 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.414 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.418 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.422 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.426 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.429 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.433 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.436 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.440 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.444 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.448 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 14:32:42.452 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 14:32:42.456 [info] > git rev-parse --show-toplevel [0ms]
2024-11-26 15:36:09.742 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 17:27:06.932 [info] > git rev-parse --show-toplevel [5ms]
2024-11-26 18:01:03.934 [info] > git rev-parse --show-toplevel [2ms]
2024-11-26 18:01:05.754 [info] > git rev-parse --show-toplevel [2ms]
2024-11-26 18:12:19.990 [info] > git rev-parse --show-toplevel [1ms]
2024-11-26 18:14:50.233 [info] > git rev-parse --show-toplevel [1ms]
